Category,Sound,URL
foley,sneaker mount stumble light grit,https://actions.google.com/sounds/v1/foley/sneaker_mount_stumble_light_grit.ogg
foley,sneaker mount stumble rough grit,https://actions.google.com/sounds/v1/foley/sneaker_mount_stumble_rough_grit.ogg
foley,sneaker mount stumble solid wood,https://actions.google.com/sounds/v1/foley/sneaker_mount_stumble_solid_wood.ogg
foley,sneaker on concrete series fast,https://actions.google.com/sounds/v1/foley/sneaker_on_concrete_series_fast.ogg
foley,sneaker on concrete series slow,https://actions.google.com/sounds/v1/foley/sneaker_on_concrete_series_slow.ogg
foley,sneaker on dirt series slow,https://actions.google.com/sounds/v1/foley/sneaker_on_dirt_series_slow.ogg
foley,sneaker on grass series slow,https://actions.google.com/sounds/v1/foley/sneaker_on_grass_series_slow.ogg
foley,sneaker on metal grate series,https://actions.google.com/sounds/v1/foley/sneaker_on_metal_grate_series.ogg
foley,sneaker on rock debris series,https://actions.google.com/sounds/v1/foley/sneaker_on_rock_debris_series.ogg
foley,sneakers on plastic sheeting,https://actions.google.com/sounds/v1/foley/sneakers_on_plastic_sheeting.ogg
foley,sneakers on tile,https://actions.google.com/sounds/v1/foley/sneakers_on_tile.ogg
foley,sneakers run concrete,https://actions.google.com/sounds/v1/foley/sneakers_run_concrete.ogg
foley,sneakers run dirt,https://actions.google.com/sounds/v1/foley/sneakers_run_dirt.ogg
foley,sneakers run gravel,https://actions.google.com/sounds/v1/foley/sneakers_run_gravel.ogg
foley,sneakers run light grit,https://actions.google.com/sounds/v1/foley/sneakers_run_light_grit.ogg
foley,sneakers run wood,https://actions.google.com/sounds/v1/foley/sneakers_run_wood.ogg
foley,soap pickup,https://actions.google.com/sounds/v1/foley/soap_pickup.ogg
foley,socks on wood scuf,https://actions.google.com/sounds/v1/foley/socks_on_wood_scuf.ogg
foley,socks on wood start and stop,https://actions.google.com/sounds/v1/foley/socks_on_wood_start_and_stop.ogg
foley,socks on wood turns,https://actions.google.com/sounds/v1/foley/socks_on_wood_turns.ogg
foley,soft soles on wood porch,https://actions.google.com/sounds/v1/foley/soft_soles_on_wood_porch.ogg
foley,soft walk on wood and tile,https://actions.google.com/sounds/v1/foley/soft_walk_on_wood_and_tile.ogg
foley,soft walking on wood,https://actions.google.com/sounds/v1/foley/soft_walking_on_wood.ogg
foley,soggy steps,https://actions.google.com/sounds/v1/foley/soggy_steps.ogg
foley,splashing water,https://actions.google.com/sounds/v1/foley/splashing_water.ogg
foley,splashing water fast,https://actions.google.com/sounds/v1/foley/splashing_water_fast.ogg
foley,spring walking in snow,https://actions.google.com/sounds/v1/foley/spring_walking_in_snow.ogg
foley,stairs,https://actions.google.com/sounds/v1/foley/stairs.ogg
foley,stick break,https://actions.google.com/sounds/v1/foley/stick_break.ogg
foley,stirring liquid in glass,https://actions.google.com/sounds/v1/foley/stirring_liquid_in_glass.ogg
foley,stomp in gravel,https://actions.google.com/sounds/v1/foley/stomp_in_gravel.ogg
foley,stomping around room,https://actions.google.com/sounds/v1/foley/stomping_around_room.ogg
foley,stringing christmas tree lights,https://actions.google.com/sounds/v1/foley/stringing_christmas_tree_lights.ogg
foley,stumble concrete,https://actions.google.com/sounds/v1/foley/stumble_concrete.ogg
foley,stumble dirt,https://actions.google.com/sounds/v1/foley/stumble_dirt.ogg
foley,stumble grit,https://actions.google.com/sounds/v1/foley/stumble_grit.ogg
foley,stumble hollow wood,https://actions.google.com/sounds/v1/foley/stumble_hollow_wood.ogg
foley,stumble on gravel,https://actions.google.com/sounds/v1/foley/stumble_on_gravel.ogg
foley,stumble on solid wood,https://actions.google.com/sounds/v1/foley/stumble_on_solid_wood.ogg
foley,stumble solid wood,https://actions.google.com/sounds/v1/foley/stumble_solid_wood.ogg
foley,styrofoam carton,https://actions.google.com/sounds/v1/foley/styrofoam_carton.ogg
foley,swoosh,https://actions.google.com/sounds/v1/foley/swoosh.ogg
foley,tamping soil,https://actions.google.com/sounds/v1/foley/tamping_soil.ogg
foley,tap,https://actions.google.com/sounds/v1/foley/tap.ogg
foley,thumb suck series,https://actions.google.com/sounds/v1/foley/thumb_suck_series.ogg
foley,tools scraping,https://actions.google.com/sounds/v1/foley/tools_scraping.ogg
foley,tossing wood series,https://actions.google.com/sounds/v1/foley/tossing_wood_series.ogg
foley,turnaround on concrete,https://actions.google.com/sounds/v1/foley/turnaround_on_concrete.ogg
foley,turnaround on gravel,https://actions.google.com/sounds/v1/foley/turnaround_on_gravel.ogg
foley,turnaround on hollow wood,https://actions.google.com/sounds/v1/foley/turnaround_on_hollow_wood.ogg
foley,tweeter electric static,https://actions.google.com/sounds/v1/foley/tweeter_electric_static.ogg
foley,urination behind door,https://actions.google.com/sounds/v1/foley/urination_behind_door.ogg
foley,urination in bathroom,https://actions.google.com/sounds/v1/foley/urination_in_bathroom.ogg
foley,using cardboard,https://actions.google.com/sounds/v1/foley/using_cardboard.ogg
foley,using thick paper,https://actions.google.com/sounds/v1/foley/using_thick_paper.ogg
foley,walk,https://actions.google.com/sounds/v1/foley/walk.ogg
foley,walk barefoot on wood,https://actions.google.com/sounds/v1/foley/walk_barefoot_on_wood.ogg
foley,walk dirt,https://actions.google.com/sounds/v1/foley/walk_dirt.ogg
foley,walk down concrete stairs,https://actions.google.com/sounds/v1/foley/walk_down_concrete_stairs.ogg
foley,walk down solid wood stairs,https://actions.google.com/sounds/v1/foley/walk_down_solid_wood_stairs.ogg
foley,walk fast on concrete series,https://actions.google.com/sounds/v1/foley/walk_fast_on_concrete_series.ogg
foley,walk fast on gravel series,https://actions.google.com/sounds/v1/foley/walk_fast_on_gravel_series.ogg
foley,walk fast on hollow wood series,https://actions.google.com/sounds/v1/foley/walk_fast_on_hollow_wood_series.ogg
foley,walk gravel,https://actions.google.com/sounds/v1/foley/walk_gravel.ogg
foley,walk on dirt,https://actions.google.com/sounds/v1/foley/walk_on_dirt.ogg
foley,walk on gravel,https://actions.google.com/sounds/v1/foley/walk_on_gravel.ogg
foley,walk on hollow wood,https://actions.google.com/sounds/v1/foley/walk_on_hollow_wood.ogg
foley,walk on light grit,https://actions.google.com/sounds/v1/foley/walk_on_light_grit.ogg
foley,walk turn concrete,https://actions.google.com/sounds/v1/foley/walk_turn_concrete.ogg
foley,walk turn dirt,https://actions.google.com/sounds/v1/foley/walk_turn_dirt.ogg
foley,walk turn gravel,https://actions.google.com/sounds/v1/foley/walk_turn_gravel.ogg
foley,walk turn grit,https://actions.google.com/sounds/v1/foley/walk_turn_grit.ogg
foley,walk turn hollow wood,https://actions.google.com/sounds/v1/foley/walk_turn_hollow_wood.ogg
foley,walk up concrete stairs,https://actions.google.com/sounds/v1/foley/walk_up_concrete_stairs.ogg
foley,walk up hollow wood stairs,https://actions.google.com/sounds/v1/foley/walk_up_hollow_wood_stairs.ogg
foley,walk up stairs,https://actions.google.com/sounds/v1/foley/walk_up_stairs.ogg
foley,walk up stairs concrete,https://actions.google.com/sounds/v1/foley/walk_up_stairs_concrete.ogg
foley,walk up stairs wood,https://actions.google.com/sounds/v1/foley/walk_up_stairs_wood.ogg
foley,walk in shallow water series,https://actions.google.com/sounds/v1/foley/walk_in_shallow_water_series.ogg
foley,walk on dirt series,https://actions.google.com/sounds/v1/foley/walk_on_dirt_series.ogg
foley,walk on grass series,https://actions.google.com/sounds/v1/foley/walk_on_grass_series.ogg
foley,walk on hollow wood series,https://actions.google.com/sounds/v1/foley/walk_on_hollow_wood_series.ogg
foley,walk on muddy gravel series,https://actions.google.com/sounds/v1/foley/walk_on_muddy_gravel_series.ogg
foley,walk on rocks,https://actions.google.com/sounds/v1/foley/walk_on_rocks.ogg
foley,walk on snow series,https://actions.google.com/sounds/v1/foley/walk_on_snow_series.ogg
foley,walk on soggy grass series,https://actions.google.com/sounds/v1/foley/walk_on_soggy_grass_series.ogg
foley,walk on solid metal series,https://actions.google.com/sounds/v1/foley/walk_on_solid_metal_series.ogg
foley,walk on tile series,https://actions.google.com/sounds/v1/foley/walk_on_tile_series.ogg
foley,walking barefoot over grass,https://actions.google.com/sounds/v1/foley/walking_barefoot_over_grass.ogg
foley,walking fast on tile,https://actions.google.com/sounds/v1/foley/walking_fast_on_tile.ogg
foley,walking in a mud puddle,https://actions.google.com/sounds/v1/foley/walking_in_a_mud_puddle.ogg
foley,walking in forest,https://actions.google.com/sounds/v1/foley/walking_in_forest.ogg
foley,walking in shallow water,https://actions.google.com/sounds/v1/foley/walking_in_shallow_water.ogg
foley,walking on gravel path,https://actions.google.com/sounds/v1/foley/walking_on_gravel_path.ogg
foley,walking tile to carpet,https://actions.google.com/sounds/v1/foley/walking_tile_to_carpet.ogg
foley,walking wood floor house,https://actions.google.com/sounds/v1/foley/walking_wood_floor_house.ogg
foley,walking fast on concrete,https://actions.google.com/sounds/v1/foley/walking_fast_on_concrete.ogg
foley,walking fast on dirt,https://actions.google.com/sounds/v1/foley/walking_fast_on_dirt.ogg
foley,walking fast on grass,https://actions.google.com/sounds/v1/foley/walking_fast_on_grass.ogg
foley,walking fast on metal grate,https://actions.google.com/sounds/v1/foley/walking_fast_on_metal_grate.ogg
foley,walking fast on muddy grass,https://actions.google.com/sounds/v1/foley/walking_fast_on_muddy_grass.ogg
foley,walking fast on rock debris,https://actions.google.com/sounds/v1/foley/walking_fast_on_rock_debris.ogg
foley,walking fast over hollow metal,https://actions.google.com/sounds/v1/foley/walking_fast_over_hollow_metal.ogg
foley,walking in shallow snow,https://actions.google.com/sounds/v1/foley/walking_in_shallow_snow.ogg
foley,walking in shallow water,https://actions.google.com/sounds/v1/foley/walking_in_shallow_water.ogg
foley,walking in snow,https://actions.google.com/sounds/v1/foley/walking_in_snow.ogg
foley,walking on concrete series,https://actions.google.com/sounds/v1/foley/walking_on_concrete_series.ogg
foley,walking on grass,https://actions.google.com/sounds/v1/foley/walking_on_grass.ogg
foley,walking on gravel,https://actions.google.com/sounds/v1/foley/walking_on_gravel.ogg
foley,walking on muddy grass,https://actions.google.com/sounds/v1/foley/walking_on_muddy_grass.ogg
foley,walking on rock debris,https://actions.google.com/sounds/v1/foley/walking_on_rock_debris.ogg
foley,walking on wood,https://actions.google.com/sounds/v1/foley/walking_on_wood.ogg
foley,walking on wood floor,https://actions.google.com/sounds/v1/foley/walking_on_wood_floor.ogg
foley,walking over hollow metal,https://actions.google.com/sounds/v1/foley/walking_over_hollow_metal.ogg
foley,walking through woods,https://actions.google.com/sounds/v1/foley/walking_through_woods.ogg
foley,wash hands running water,https://actions.google.com/sounds/v1/foley/wash_hands_running_water.ogg
foley,washing hands no sink,https://actions.google.com/sounds/v1/foley/washing_hands_no_sink.ogg
foley,washing hands water off,https://actions.google.com/sounds/v1/foley/washing_hands_water_off.ogg
foley,water splashes series,https://actions.google.com/sounds/v1/foley/water_splashes_series.ogg
foley,water splashing,https://actions.google.com/sounds/v1/foley/water_splashing.ogg
foley,water walk series sweetener,https://actions.google.com/sounds/v1/foley/water_walk_series_sweetener.ogg
foley,wet shoes walking series,https://actions.google.com/sounds/v1/foley/wet_shoes_walking_series.ogg
foley,wind whip,https://actions.google.com/sounds/v1/foley/wind_whip.ogg
foley,wine glass sip,https://actions.google.com/sounds/v1/foley/wine_glass_sip.ogg
foley,wiping off counter,https://actions.google.com/sounds/v1/foley/wiping_off_counter.ogg
foley,wiping out sink with hand,https://actions.google.com/sounds/v1/foley/wiping_out_sink_with_hand.ogg
foley,wood pencil drop roll wobble,https://actions.google.com/sounds/v1/foley/wood_pencil_drop_roll_wobble.ogg
foley,wood scraps shuffling,https://actions.google.com/sounds/v1/foley/wood_scraps_shuffling.ogg
foley,wood tapping on board,https://actions.google.com/sounds/v1/foley/wood_tapping_on_board.ogg
foley,wooden bead hitting series,https://actions.google.com/sounds/v1/foley/wooden_bead_hitting_series.ogg
foley,zipper,https://actions.google.com/sounds/v1/foley/zipper.ogg
foley,drawing on paper with pencil,https://actions.google.com/sounds/v1/foley/drawing_on_paper_with_pencil.ogg
horror,aggressive zombie snarls,https://actions.google.com/sounds/v1/horror/aggressive_zombie_snarls.ogg
horror,alien squawk echo,https://actions.google.com/sounds/v1/horror/alien_squawk_echo.ogg
horror,ambient hum pitched,https://actions.google.com/sounds/v1/horror/ambient_hum_pitched.ogg
horror,carcass shake rib cage,https://actions.google.com/sounds/v1/horror/carcass_shake_rib_cage.ogg
horror,carving wet scrape,https://actions.google.com/sounds/v1/horror/carving_wet_scrape.ogg
horror,cut and handle meat,https://actions.google.com/sounds/v1/horror/cut_and_handle_meat.ogg
horror,cutting flesh,https://actions.google.com/sounds/v1/horror/cutting_flesh.ogg
horror,cutting fresh meat,https://actions.google.com/sounds/v1/horror/cutting_fresh_meat.ogg
horror,cutting and chopping faint,https://actions.google.com/sounds/v1/horror/cutting_and_chopping_faint.ogg
horror,dissecting a body,https://actions.google.com/sounds/v1/horror/dissecting_a_body.ogg
horror,drop meat,https://actions.google.com/sounds/v1/horror/drop_meat.ogg
horror,female monster attacking,https://actions.google.com/sounds/v1/horror/female_monster_attacking.ogg
horror,female monster growls,https://actions.google.com/sounds/v1/horror/female_monster_growls.ogg
horror,hallow wind,https://actions.google.com/sounds/v1/horror/hallow_wind.ogg
horror,hand digging through guts,https://actions.google.com/sounds/v1/horror/hand_digging_through_guts.ogg
horror,leg bone break,https://actions.google.com/sounds/v1/horror/leg_bone_break.ogg
horror,leg bone break and twist,https://actions.google.com/sounds/v1/horror/leg_bone_break_and_twist.ogg
horror,liquid spurt,https://actions.google.com/sounds/v1/horror/liquid_spurt.ogg
horror,meat punch,https://actions.google.com/sounds/v1/horror/meat_punch.ogg
horror,meat stick hit,https://actions.google.com/sounds/v1/horror/meat_stick_hit.ogg
horror,monster alien growl calm,https://actions.google.com/sounds/v1/horror/monster_alien_growl_calm.ogg
horror,monster alien growl pained,https://actions.google.com/sounds/v1/horror/monster_alien_growl_pained.ogg
horror,monster alien growl tense,https://actions.google.com/sounds/v1/horror/monster_alien_growl_tense.ogg
horror,monster alien grunt,https://actions.google.com/sounds/v1/horror/monster_alien_grunt.ogg
horror,monster alien grunt hiss,https://actions.google.com/sounds/v1/horror/monster_alien_grunt_hiss.ogg
horror,monster alien grunt sleepy,https://actions.google.com/sounds/v1/horror/monster_alien_grunt_sleepy.ogg
horror,peeling skin from bone,https://actions.google.com/sounds/v1/horror/peeling_skin_from_bone.ogg
horror,peeling skin off of game,https://actions.google.com/sounds/v1/horror/peeling_skin_off_of_game.ogg
horror,pulling bone cracks,https://actions.google.com/sounds/v1/horror/pulling_bone_cracks.ogg
horror,puncture pop,https://actions.google.com/sounds/v1/horror/puncture_pop.ogg
horror,ring high pitch,https://actions.google.com/sounds/v1/horror/ring_high_pitch.ogg
horror,ripping pulling meat,https://actions.google.com/sounds/v1/horror/ripping_pulling_meat.ogg
horror,sawing leg bone,https://actions.google.com/sounds/v1/horror/sawing_leg_bone.ogg
horror,sawing skin cut,https://actions.google.com/sounds/v1/horror/sawing_skin_cut.ogg
horror,scraping skin cut,https://actions.google.com/sounds/v1/horror/scraping_skin_cut.ogg
horror,shoulder move on dead body,https://actions.google.com/sounds/v1/horror/shoulder_move_on_dead_body.ogg
horror,skil saw hit on body,https://actions.google.com/sounds/v1/horror/skil_saw_hit_on_body.ogg
horror,swoosh,https://actions.google.com/sounds/v1/horror/swoosh.ogg
horror,synthetic insects,https://actions.google.com/sounds/v1/horror/synthetic_insects.ogg
horror,twist and break spine,https://actions.google.com/sounds/v1/horror/twist_and_break_spine.ogg
horror,water spray on body steady stream,https://actions.google.com/sounds/v1/horror/water_spray_on_body_steady_stream.ogg
horror,wet leg cut off,https://actions.google.com/sounds/v1/horror/wet_leg_cut_off.ogg
horror,wet meat cut and rip,https://actions.google.com/sounds/v1/horror/wet_meat_cut_and_rip.ogg
horror,wet meat cutting and peeling,https://actions.google.com/sounds/v1/horror/wet_meat_cutting_and_peeling.ogg
horror,wet meat twist,https://actions.google.com/sounds/v1/horror/wet_meat_twist.ogg
horror,wet meat twist and rip,https://actions.google.com/sounds/v1/horror/wet_meat_twist_and_rip.ogg
horror,wet tearing meat,https://actions.google.com/sounds/v1/horror/wet_tearing_meat.ogg
household,aluminum can crunch series,https://actions.google.com/sounds/v1/household/aluminum_can_crunch_series.ogg
household,bacon out of package,https://actions.google.com/sounds/v1/household/bacon_out_of_package.ogg
household,bacon peel and flop,https://actions.google.com/sounds/v1/household/bacon_peel_and_flop.ogg
household,baking,https://actions.google.com/sounds/v1/household/baking.ogg
household,bottles empty close,https://actions.google.com/sounds/v1/household/bottles_empty_close.ogg
household,bottles empty far,https://actions.google.com/sounds/v1/household/bottles_empty_far.ogg
household,bowl spin,https://actions.google.com/sounds/v1/household/bowl_spin.ogg
household,bowls on table,https://actions.google.com/sounds/v1/household/bowls_on_table.ogg
household,button push,https://actions.google.com/sounds/v1/household/button_push.ogg
household,cans into cabinet,https://actions.google.com/sounds/v1/household/cans_into_cabinet.ogg
household,cell phone vibrate,https://actions.google.com/sounds/v1/household/cell_phone_vibrate.ogg
household,chopping vegetables,https://actions.google.com/sounds/v1/household/chopping_vegetables.ogg
household,clock ticking,https://actions.google.com/sounds/v1/household/clock_ticking.ogg
household,creaky oven door open,https://actions.google.com/sounds/v1/household/creaky_oven_door_open.ogg
household,cup on saucer,https://actions.google.com/sounds/v1/household/cup_on_saucer.ogg
household,dish sliding on table,https://actions.google.com/sounds/v1/household/dish_sliding_on_table.ogg
household,dishes laid on table,https://actions.google.com/sounds/v1/household/dishes_laid_on_table.ogg
household,dishes shuffling,https://actions.google.com/sounds/v1/household/dishes_shuffling.ogg
household,door cabinet,https://actions.google.com/sounds/v1/household/door_cabinet.ogg
household,drawer open close,https://actions.google.com/sounds/v1/household/drawer_open_close.ogg
household,drawer rolling in out,https://actions.google.com/sounds/v1/household/drawer_rolling_in_out.ogg
household,electric tooth brush,https://actions.google.com/sounds/v1/household/electric_tooth_brush.ogg
household,electric tooth brush switch,https://actions.google.com/sounds/v1/household/electric_tooth_brush_switch.ogg
household,fireplace tools,https://actions.google.com/sounds/v1/household/fireplace_tools.ogg
household,floating ice in a glass,https://actions.google.com/sounds/v1/household/floating_ice_in_a_glass.ogg
household,freezer ice into plastic cup,https://actions.google.com/sounds/v1/household/freezer_ice_into_plastic_cup.ogg
household,fridge door swing open,https://actions.google.com/sounds/v1/household/fridge_door_swing_open.ogg
household,full glass on wood table,https://actions.google.com/sounds/v1/household/full_glass_on_wood_table.ogg
household,gas lamp flickering,https://actions.google.com/sounds/v1/household/gas_lamp_flickering.ogg
household,gas lamps,https://actions.google.com/sounds/v1/household/gas_lamps.ogg
household,gas stove lighter,https://actions.google.com/sounds/v1/household/gas_stove_lighter.ogg
household,glass sliding on table,https://actions.google.com/sounds/v1/household/glass_sliding_on_table.ogg
household,glass on tablecloth,https://actions.google.com/sounds/v1/household/glass_on_tablecloth.ogg
household,glosing old window,https://actions.google.com/sounds/v1/household/glosing_old_window.ogg
household,hairdryer,https://actions.google.com/sounds/v1/household/hairdryer.ogg
household,hairdryer in other room,https://actions.google.com/sounds/v1/household/hairdryer_in_other_room.ogg
household,hands touching sink,https://actions.google.com/sounds/v1/household/hands_touching_sink.ogg
household,hanger in closet,https://actions.google.com/sounds/v1/household/hanger_in_closet.ogg
household,hanging wet sheet,https://actions.google.com/sounds/v1/household/hanging_wet_sheet.ogg
household,ice cubes in glass,https://actions.google.com/sounds/v1/household/ice_cubes_in_glass.ogg
household,ice in glass of water,https://actions.google.com/sounds/v1/household/ice_in_glass_of_water.ogg
household,ice machine into cup,https://actions.google.com/sounds/v1/household/ice_machine_into_cup.ogg
household,kettle boil,https://actions.google.com/sounds/v1/household/kettle_boil.ogg
household,kitchen drawer,https://actions.google.com/sounds/v1/household/kitchen_drawer.ogg
household,kitchen noises,https://actions.google.com/sounds/v1/household/kitchen_noises.ogg
household,knife cuting food on plate,https://actions.google.com/sounds/v1/household/knife_cuting_food_on_plate.ogg
household,knife cutting and rattle,https://actions.google.com/sounds/v1/household/knife_cutting_and_rattle.ogg
household,knife on wood table,https://actions.google.com/sounds/v1/household/knife_on_wood_table.ogg
household,lam switch far,https://actions.google.com/sounds/v1/household/lam_switch_far.ogg
household,lamp switch near,https://actions.google.com/sounds/v1/household/lamp_switch_near.ogg
household,lamp switch on off,https://actions.google.com/sounds/v1/household/lamp_switch_on_off.ogg
household,latch opening closing,https://actions.google.com/sounds/v1/household/latch_opening_closing.ogg
household,laundry basket actions,https://actions.google.com/sounds/v1/household/laundry_basket_actions.ogg
household,long silence at top,https://actions.google.com/sounds/v1/household/long_silence_at_top.ogg
household,meat preparation,https://actions.google.com/sounds/v1/household/meat_preparation.ogg
household,metal cleaning,https://actions.google.com/sounds/v1/household/metal_cleaning.ogg
household,metal container on wood table,https://actions.google.com/sounds/v1/household/metal_container_on_wood_table.ogg
household,metal gear shifting,https://actions.google.com/sounds/v1/household/metal_gear_shifting.ogg
household,metal scrap kicking,https://actions.google.com/sounds/v1/household/metal_scrap_kicking.ogg
household,metal scrap rattling,https://actions.google.com/sounds/v1/household/metal_scrap_rattling.ogg
household,metal shuffling,https://actions.google.com/sounds/v1/household/metal_shuffling.ogg
household,metal spoon scrapes pot,https://actions.google.com/sounds/v1/household/metal_spoon_scrapes_pot.ogg
household,open and close window,https://actions.google.com/sounds/v1/household/open_and_close_window.ogg
household,opening plastic storage container,https://actions.google.com/sounds/v1/household/opening_plastic_storage_container.ogg
household,oven pans,https://actions.google.com/sounds/v1/household/oven_pans.ogg
household,pans clash,https://actions.google.com/sounds/v1/household/pans_clash.ogg
household,paper towel rip,https://actions.google.com/sounds/v1/household/paper_towel_rip.ogg
household,phone ringing,https://actions.google.com/sounds/v1/household/phone_ringing.ogg
household,phone ringing untraditional,https://actions.google.com/sounds/v1/household/phone_ringing_untraditional.ogg
household,plastic crumpling,https://actions.google.com/sounds/v1/household/plastic_crumpling.ogg
household,plastic hanger swinging,https://actions.google.com/sounds/v1/household/plastic_hanger_swinging.ogg
household,plate ceramic,https://actions.google.com/sounds/v1/household/plate_ceramic.ogg
household,porcelain bowl counter series,https://actions.google.com/sounds/v1/household/porcelain_bowl_counter_series.ogg
household,porcelain bowl drag series,https://actions.google.com/sounds/v1/household/porcelain_bowl_drag_series.ogg
household,porcelain bowl drop short series,https://actions.google.com/sounds/v1/household/porcelain_bowl_drop_short_series.ogg
household,porcelain bowl slide series,https://actions.google.com/sounds/v1/household/porcelain_bowl_slide_series.ogg
household,pot on stove metal,https://actions.google.com/sounds/v1/household/pot_on_stove_metal.ogg
household,pots bang,https://actions.google.com/sounds/v1/household/pots_bang.ogg
household,pour boiling water into cup,https://actions.google.com/sounds/v1/household/pour_boiling_water_into_cup.ogg
household,projector screen fast pull,https://actions.google.com/sounds/v1/household/projector_screen_fast_pull.ogg
household,projector screen handle squeak,https://actions.google.com/sounds/v1/household/projector_screen_handle_squeak.ogg
household,projector screen medium pull,https://actions.google.com/sounds/v1/household/projector_screen_medium_pull.ogg
household,projector screen slow pull,https://actions.google.com/sounds/v1/household/projector_screen_slow_pull.ogg
household,reaching for napkins,https://actions.google.com/sounds/v1/household/reaching_for_napkins.ogg
household,refridgerator rumaging,https://actions.google.com/sounds/v1/household/refridgerator_rumaging.ogg
household,scraping metal,https://actions.google.com/sounds/v1/household/scraping_metal.ogg
household,scrubbing metal,https://actions.google.com/sounds/v1/household/scrubbing_metal.ogg
household,sheet flap in large hall,https://actions.google.com/sounds/v1/household/sheet_flap_in_large_hall.ogg
household,shower curtain pulled series,https://actions.google.com/sounds/v1/household/shower_curtain_pulled_series.ogg
household,silverware on bowl,https://actions.google.com/sounds/v1/household/silverware_on_bowl.ogg
household,silverware on plate,https://actions.google.com/sounds/v1/household/silverware_on_plate.ogg
household,silverware on table,https://actions.google.com/sounds/v1/household/silverware_on_table.ogg
household,skillet spins on burner,https://actions.google.com/sounds/v1/household/skillet_spins_on_burner.ogg
household,sliding window aggressive,https://actions.google.com/sounds/v1/household/sliding_window_aggressive.ogg
household,sliding window latching,https://actions.google.com/sounds/v1/household/sliding_window_latching.ogg
household,sliding window series,https://actions.google.com/sounds/v1/household/sliding_window_series.ogg
household,slotted blinds open and close,https://actions.google.com/sounds/v1/household/slotted_blinds_open_and_close.ogg
household,slotted blinds opening,https://actions.google.com/sounds/v1/household/slotted_blinds_opening.ogg
household,small drawer open close,https://actions.google.com/sounds/v1/household/small_drawer_open_close.ogg
household,spatula down knife up,https://actions.google.com/sounds/v1/household/spatula_down_knife_up.ogg
household,spice jar on tile floor,https://actions.google.com/sounds/v1/household/spice_jar_on_tile_floor.ogg
household,spoon on bowl,https://actions.google.com/sounds/v1/household/spoon_on_bowl.ogg
household,spray bottle,https://actions.google.com/sounds/v1/household/spray_bottle.ogg
household,sweeping wooden porch,https://actions.google.com/sounds/v1/household/sweeping_wooden_porch.ogg
household,telephone ring,https://actions.google.com/sounds/v1/household/telephone_ring.ogg
household,toilet flush small bathroom,https://actions.google.com/sounds/v1/household/toilet_flush_small_bathroom.ogg
household,toilet flush through closed door,https://actions.google.com/sounds/v1/household/toilet_flush_through_closed_door.ogg
household,toliet flush,https://actions.google.com/sounds/v1/household/toliet_flush.ogg
household,toliet flush far,https://actions.google.com/sounds/v1/household/toliet_flush_far.ogg
household,toliet flush very close,https://actions.google.com/sounds/v1/household/toliet_flush_very_close.ogg
household,toliet seat closing series,https://actions.google.com/sounds/v1/household/toliet_seat_closing_series.ogg
household,typing keyboard,https://actions.google.com/sounds/v1/household/typing_keyboard.ogg
household,vegetables down on counter series,https://actions.google.com/sounds/v1/household/vegetables_down_on_counter_series.ogg
household,vegetables mixing in metal bowl,https://actions.google.com/sounds/v1/household/vegetables_mixing_in_metal_bowl.ogg
household,vibrate on wood,https://actions.google.com/sounds/v1/household/vibrate_on_wood.ogg
household,walking cleats,https://actions.google.com/sounds/v1/household/walking_cleats.ogg
household,wall light switch close,https://actions.google.com/sounds/v1/household/wall_light_switch_close.ogg
household,wall light switch far,https://actions.google.com/sounds/v1/household/wall_light_switch_far.ogg
household,wall light switch medium,https://actions.google.com/sounds/v1/household/wall_light_switch_medium.ogg
household,washing machine door,https://actions.google.com/sounds/v1/household/washing_machine_door.ogg
household,water movement in bath,https://actions.google.com/sounds/v1/household/water_movement_in_bath.ogg
household,wet squeak rub on bathtub,https://actions.google.com/sounds/v1/household/wet_squeak_rub_on_bathtub.ogg
household,wet towel wring,https://actions.google.com/sounds/v1/household/wet_towel_wring.ogg
household,wheeling a cart,https://actions.google.com/sounds/v1/household/wheeling_a_cart.ogg
household,wind chimes of shells,https://actions.google.com/sounds/v1/household/wind_chimes_of_shells.ogg
household,wind drawn into fire,https://actions.google.com/sounds/v1/household/wind_drawn_into_fire.ogg
household,window close series,https://actions.google.com/sounds/v1/household/window_close_series.ogg
household,window latch open series,https://actions.google.com/sounds/v1/household/window_latch_open_series.ogg
household,wine bottle on wood table,https://actions.google.com/sounds/v1/household/wine_bottle_on_wood_table.ogg
household,wine bottles clinking,https://actions.google.com/sounds/v1/household/wine_bottles_clinking.ogg
household,wineglass on wood soft,https://actions.google.com/sounds/v1/household/wineglass_on_wood_soft.ogg
household,wood scraps shuffling,https://actions.google.com/sounds/v1/household/wood_scraps_shuffling.ogg
human_sounds,baby cry long,https://actions.google.com/sounds/v1/human_sounds/baby_cry_long.ogg
human_voices,babies coo,https://actions.google.com/sounds/v1/human_voices/babies_coo.ogg
human_voices,babies cry,https://actions.google.com/sounds/v1/human_voices/babies_cry.ogg
human_voices,baby cry cough,https://actions.google.com/sounds/v1/human_voices/baby_cry_cough.ogg
human_voices,baby cry long,https://actions.google.com/sounds/v1/human_voices/baby_cry_long.ogg
human_voices,baby sleep breaths,https://actions.google.com/sounds/v1/human_voices/baby_sleep_breaths.ogg
