Category,Sound,URL
foley,dress shoe walk solid wood,https://actions.google.com/sounds/v1/foley/dress_shoe_walk_solid_wood.ogg
foley,dress shoe walking down stairs,https://actions.google.com/sounds/v1/foley/dress_shoe_walking_down_stairs.ogg
foley,dress shoes walk stairs,https://actions.google.com/sounds/v1/foley/dress_shoes_walk_stairs.ogg
foley,dress shoes on concrete stairs,https://actions.google.com/sounds/v1/foley/dress_shoes_on_concrete_stairs.ogg
foley,dress shoes on stairs concrete,https://actions.google.com/sounds/v1/foley/dress_shoes_on_stairs_concrete.ogg
foley,dress shoes on stairs wood,https://actions.google.com/sounds/v1/foley/dress_shoes_on_stairs_wood.ogg
foley,dress shoes on wood stairs,https://actions.google.com/sounds/v1/foley/dress_shoes_on_wood_stairs.ogg
foley,dress shoes up stairs concrete,https://actions.google.com/sounds/v1/foley/dress_shoes_up_stairs_concrete.ogg
foley,dress shoes up stairs wood,https://actions.google.com/sounds/v1/foley/dress_shoes_up_stairs_wood.ogg
foley,dress shoe jog on concrete,https://actions.google.com/sounds/v1/foley/dress_shoe_jog_on_concrete.ogg
foley,drink and swallow,https://actions.google.com/sounds/v1/foley/drink_and_swallow.ogg
foley,drinking from water fountain,https://actions.google.com/sounds/v1/foley/drinking_from_water_fountain.ogg
foley,dropping object in bathroom,https://actions.google.com/sounds/v1/foley/dropping_object_in_bathroom.ogg
foley,dry off with towel,https://actions.google.com/sounds/v1/foley/dry_off_with_towel.ogg
foley,drying hands on towel,https://actions.google.com/sounds/v1/foley/drying_hands_on_towel.ogg
foley,dumping gravel,https://actions.google.com/sounds/v1/foley/dumping_gravel.ogg
foley,eating a juicy piece of fruit,https://actions.google.com/sounds/v1/foley/eating_a_juicy_piece_of_fruit.ogg
foley,feeling paper,https://actions.google.com/sounds/v1/foley/feeling_paper.ogg
foley,finger nails scratch wood,https://actions.google.com/sounds/v1/foley/finger_nails_scratch_wood.ogg
foley,flip flops on concrete,https://actions.google.com/sounds/v1/foley/flip_flops_on_concrete.ogg
foley,flip flops on wood,https://actions.google.com/sounds/v1/foley/flip_flops_on_wood.ogg
foley,flipping newspaper pages,https://actions.google.com/sounds/v1/foley/flipping_newspaper_pages.ogg
foley,foam board plased on easel,https://actions.google.com/sounds/v1/foley/foam_board_plased_on_easel.ogg
foley,footsteps concrete,https://actions.google.com/sounds/v1/foley/footsteps_concrete.ogg
foley,footsteps dirt,https://actions.google.com/sounds/v1/foley/footsteps_dirt.ogg
foley,footsteps gravel,https://actions.google.com/sounds/v1/foley/footsteps_gravel.ogg
foley,footsteps grit,https://actions.google.com/sounds/v1/foley/footsteps_grit.ogg
foley,footsteps on fallen leaves,https://actions.google.com/sounds/v1/foley/footsteps_on_fallen_leaves.ogg
foley,footsteps solid wood,https://actions.google.com/sounds/v1/foley/footsteps_solid_wood.ogg
foley,glass drop and roll,https://actions.google.com/sounds/v1/foley/glass_drop_and_roll.ogg
foley,glass fill at sink,https://actions.google.com/sounds/v1/foley/glass_fill_at_sink.ogg
foley,hand claps close,https://actions.google.com/sounds/v1/foley/hand_claps_close.ogg
foley,hand claps far,https://actions.google.com/sounds/v1/foley/hand_claps_far.ogg
foley,hand claps medium,https://actions.google.com/sounds/v1/foley/hand_claps_medium.ogg
foley,hand rub,https://actions.google.com/sounds/v1/foley/hand_rub.ogg
foley,hand wipe,https://actions.google.com/sounds/v1/foley/hand_wipe.ogg
foley,handle manilla folder,https://actions.google.com/sounds/v1/foley/handle_manilla_folder.ogg
foley,hanger on metal,https://actions.google.com/sounds/v1/foley/hanger_on_metal.ogg
foley,hard sole shoes on wood floor,https://actions.google.com/sounds/v1/foley/hard_sole_shoes_on_wood_floor.ogg
foley,high heels walking series,https://actions.google.com/sounds/v1/foley/high_heels_walking_series.ogg
foley,hiking in forest,https://actions.google.com/sounds/v1/foley/hiking_in_forest.ogg
foley,hit and rattle,https://actions.google.com/sounds/v1/foley/hit_and_rattle.ogg
foley,hollow hitting,https://actions.google.com/sounds/v1/foley/hollow_hitting.ogg
foley,hula hoop hulaing,https://actions.google.com/sounds/v1/foley/hula_hoop_hulaing.ogg
foley,inkwell and pen tap,https://actions.google.com/sounds/v1/foley/inkwell_and_pen_tap.ogg
foley,jog down concrete stairs,https://actions.google.com/sounds/v1/foley/jog_down_concrete_stairs.ogg
foley,jog down solid wood stairs,https://actions.google.com/sounds/v1/foley/jog_down_solid_wood_stairs.ogg
foley,jog on grit,https://actions.google.com/sounds/v1/foley/jog_on_grit.ogg
foley,jog on hollow wood,https://actions.google.com/sounds/v1/foley/jog_on_hollow_wood.ogg
foley,jog on solid wood,https://actions.google.com/sounds/v1/foley/jog_on_solid_wood.ogg
foley,jog up concrete stairs,https://actions.google.com/sounds/v1/foley/jog_up_concrete_stairs.ogg
foley,jog up solid wood stairs,https://actions.google.com/sounds/v1/foley/jog_up_solid_wood_stairs.ogg
foley,jog up stairs concrete,https://actions.google.com/sounds/v1/foley/jog_up_stairs_concrete.ogg
foley,jog up stairs wood,https://actions.google.com/sounds/v1/foley/jog_up_stairs_wood.ogg
foley,jog on concrete,https://actions.google.com/sounds/v1/foley/jog_on_concrete.ogg
foley,jog on rocks,https://actions.google.com/sounds/v1/foley/jog_on_rocks.ogg
foley,jog on wood,https://actions.google.com/sounds/v1/foley/jog_on_wood.ogg
foley,jump on concrete,https://actions.google.com/sounds/v1/foley/jump_on_concrete.ogg
foley,jump on dirt,https://actions.google.com/sounds/v1/foley/jump_on_dirt.ogg
foley,jump on grass,https://actions.google.com/sounds/v1/foley/jump_on_grass.ogg
foley,jump on hollow wood,https://actions.google.com/sounds/v1/foley/jump_on_hollow_wood.ogg
foley,jump on metal gate,https://actions.google.com/sounds/v1/foley/jump_on_metal_gate.ogg
foley,jump on rocks,https://actions.google.com/sounds/v1/foley/jump_on_rocks.ogg
foley,jump on soggy grass,https://actions.google.com/sounds/v1/foley/jump_on_soggy_grass.ogg
foley,jump on solid metal,https://actions.google.com/sounds/v1/foley/jump_on_solid_metal.ogg
foley,jump on tile,https://actions.google.com/sounds/v1/foley/jump_on_tile.ogg
foley,jump onto blanket,https://actions.google.com/sounds/v1/foley/jump_onto_blanket.ogg
foley,jumping on dirt,https://actions.google.com/sounds/v1/foley/jumping_on_dirt.ogg
foley,karate hit,https://actions.google.com/sounds/v1/foley/karate_hit.ogg
foley,knife chop on wood,https://actions.google.com/sounds/v1/foley/knife_chop_on_wood.ogg
foley,knife sharpen,https://actions.google.com/sounds/v1/foley/knife_sharpen.ogg
foley,knuckle crack,https://actions.google.com/sounds/v1/foley/knuckle_crack.ogg
foley,ladle food into carton,https://actions.google.com/sounds/v1/foley/ladle_food_into_carton.ogg
foley,latch opening closing,https://actions.google.com/sounds/v1/foley/latch_opening_closing.ogg
foley,leaves rustling series,https://actions.google.com/sounds/v1/foley/leaves_rustling_series.ogg
foley,lettuce peeling,https://actions.google.com/sounds/v1/foley/lettuce_peeling.ogg
foley,light splashing of water,https://actions.google.com/sounds/v1/foley/light_splashing_of_water.ogg
foley,lighter flick,https://actions.google.com/sounds/v1/foley/lighter_flick.ogg
foley,lindyhop,https://actions.google.com/sounds/v1/foley/lindyhop.ogg
foley,load dishwasher,https://actions.google.com/sounds/v1/foley/load_dishwasher.ogg
foley,machine sounds halt slowly,https://actions.google.com/sounds/v1/foley/machine_sounds_halt_slowly.ogg
foley,metal hand cuff,https://actions.google.com/sounds/v1/foley/metal_hand_cuff.ogg
foley,metal hits,https://actions.google.com/sounds/v1/foley/metal_hits.ogg
foley,metal hits and stop,https://actions.google.com/sounds/v1/foley/metal_hits_and_stop.ogg
foley,metal rattling rhythmically,https://actions.google.com/sounds/v1/foley/metal_rattling_rhythmically.ogg
foley,metal scrap kicking,https://actions.google.com/sounds/v1/foley/metal_scrap_kicking.ogg
foley,metal scrap rattling,https://actions.google.com/sounds/v1/foley/metal_scrap_rattling.ogg
foley,metal sheets sliding,https://actions.google.com/sounds/v1/foley/metal_sheets_sliding.ogg
foley,object grating metal,https://actions.google.com/sounds/v1/foley/object_grating_metal.ogg
foley,objects in plastic bottle,https://actions.google.com/sounds/v1/foley/objects_in_plastic_bottle.ogg
foley,pace quickly on wood,https://actions.google.com/sounds/v1/foley/pace_quickly_on_wood.ogg
foley,packing boxes,https://actions.google.com/sounds/v1/foley/packing_boxes.ogg
foley,pants whooshing,https://actions.google.com/sounds/v1/foley/pants_whooshing.ogg
foley,paper bag opening,https://actions.google.com/sounds/v1/foley/paper_bag_opening.ogg
foley,paper crunching,https://actions.google.com/sounds/v1/foley/paper_crunching.ogg
foley,paper folding,https://actions.google.com/sounds/v1/foley/paper_folding.ogg
foley,paper ripping,https://actions.google.com/sounds/v1/foley/paper_ripping.ogg
foley,paper scraps cut,https://actions.google.com/sounds/v1/foley/paper_scraps_cut.ogg
foley,paper stacking,https://actions.google.com/sounds/v1/foley/paper_stacking.ogg
foley,papers rustling in the wind,https://actions.google.com/sounds/v1/foley/papers_rustling_in_the_wind.ogg
foley,peeling food with peeler,https://actions.google.com/sounds/v1/foley/peeling_food_with_peeler.ogg
foley,pen drawing,https://actions.google.com/sounds/v1/foley/pen_drawing.ogg
foley,pen writing,https://actions.google.com/sounds/v1/foley/pen_writing.ogg
foley,pill bottles in cabinet,https://actions.google.com/sounds/v1/foley/pill_bottles_in_cabinet.ogg
foley,plastic crumpling,https://actions.google.com/sounds/v1/foley/plastic_crumpling.ogg
foley,plastic grovery bag movement,https://actions.google.com/sounds/v1/foley/plastic_grovery_bag_movement.ogg
foley,play in pile of leaves,https://actions.google.com/sounds/v1/foley/play_in_pile_of_leaves.ogg
foley,pull tissue from box,https://actions.google.com/sounds/v1/foley/pull_tissue_from_box.ogg
foley,punch cloth series,https://actions.google.com/sounds/v1/foley/punch_cloth_series.ogg
foley,punch swoosh series,https://actions.google.com/sounds/v1/foley/punch_swoosh_series.ogg
foley,put cap on pen,https://actions.google.com/sounds/v1/foley/put_cap_on_pen.ogg
foley,quill pen writing,https://actions.google.com/sounds/v1/foley/quill_pen_writing.ogg
foley,radiation suit on off,https://actions.google.com/sounds/v1/foley/radiation_suit_on_off.ogg
foley,radiation suit rustle,https://actions.google.com/sounds/v1/foley/radiation_suit_rustle.ogg
foley,radio static,https://actions.google.com/sounds/v1/foley/radio_static.ogg
foley,rake swing whoosh close,https://actions.google.com/sounds/v1/foley/rake_swing_whoosh_close.ogg
foley,rake swing whoosh hall,https://actions.google.com/sounds/v1/foley/rake_swing_whoosh_hall.ogg
foley,rope creaking holding weight,https://actions.google.com/sounds/v1/foley/rope_creaking_holding_weight.ogg
foley,rub head,https://actions.google.com/sounds/v1/foley/rub_head.ogg
foley,rubber shoe squeal exaggerated,https://actions.google.com/sounds/v1/foley/rubber_shoe_squeal_exaggerated.ogg
foley,rubber shoe walking squeal,https://actions.google.com/sounds/v1/foley/rubber_shoe_walking_squeal.ogg
foley,rubbing smooth object series,https://actions.google.com/sounds/v1/foley/rubbing_smooth_object_series.ogg
foley,rubble breaking,https://actions.google.com/sounds/v1/foley/rubble_breaking.ogg
foley,run in mud,https://actions.google.com/sounds/v1/foley/run_in_mud.ogg
foley,run on gravel,https://actions.google.com/sounds/v1/foley/run_on_gravel.ogg
foley,run on solid wood,https://actions.google.com/sounds/v1/foley/run_on_solid_wood.ogg
foley,run in dirt,https://actions.google.com/sounds/v1/foley/run_in_dirt.ogg
foley,run on concrete,https://actions.google.com/sounds/v1/foley/run_on_concrete.ogg
foley,run on grit,https://actions.google.com/sounds/v1/foley/run_on_grit.ogg
foley,run on wood,https://actions.google.com/sounds/v1/foley/run_on_wood.ogg
foley,running into the woods,https://actions.google.com/sounds/v1/foley/running_into_the_woods.ogg
foley,running on concrete,https://actions.google.com/sounds/v1/foley/running_on_concrete.ogg
foley,running on dirt,https://actions.google.com/sounds/v1/foley/running_on_dirt.ogg
foley,running on grass,https://actions.google.com/sounds/v1/foley/running_on_grass.ogg
foley,running on gravel,https://actions.google.com/sounds/v1/foley/running_on_gravel.ogg
foley,running on leaves,https://actions.google.com/sounds/v1/foley/running_on_leaves.ogg
foley,running on metal grate,https://actions.google.com/sounds/v1/foley/running_on_metal_grate.ogg
foley,running on rocks,https://actions.google.com/sounds/v1/foley/running_on_rocks.ogg
foley,running on tile,https://actions.google.com/sounds/v1/foley/running_on_tile.ogg
foley,running with recorder in pocket,https://actions.google.com/sounds/v1/foley/running_with_recorder_in_pocket.ogg
foley,running on wet surface,https://actions.google.com/sounds/v1/foley/running_on_wet_surface.ogg
foley,rustling leaves,https://actions.google.com/sounds/v1/foley/rustling_leaves.ogg
foley,scraping on paper,https://actions.google.com/sounds/v1/foley/scraping_on_paper.ogg
foley,screwing in light bulb,https://actions.google.com/sounds/v1/foley/screwing_in_light_bulb.ogg
foley,scuff concrete with heels,https://actions.google.com/sounds/v1/foley/scuff_concrete_with_heels.ogg
foley,scuff gravel with heels,https://actions.google.com/sounds/v1/foley/scuff_gravel_with_heels.ogg
foley,scuff gravel with soles,https://actions.google.com/sounds/v1/foley/scuff_gravel_with_soles.ogg
foley,scuff grit with heels,https://actions.google.com/sounds/v1/foley/scuff_grit_with_heels.ogg
foley,scuff hollow wood with heels,https://actions.google.com/sounds/v1/foley/scuff_hollow_wood_with_heels.ogg
foley,scuff solid wood with heels,https://actions.google.com/sounds/v1/foley/scuff_solid_wood_with_heels.ogg
foley,scuff turnaround on wood,https://actions.google.com/sounds/v1/foley/scuff_turnaround_on_wood.ogg
foley,scuff wood with soles,https://actions.google.com/sounds/v1/foley/scuff_wood_with_soles.ogg
foley,scuff on concrete series,https://actions.google.com/sounds/v1/foley/scuff_on_concrete_series.ogg
foley,scuff on metal grate,https://actions.google.com/sounds/v1/foley/scuff_on_metal_grate.ogg
foley,scuffing on dirt,https://actions.google.com/sounds/v1/foley/scuffing_on_dirt.ogg
foley,scuffing on gravel,https://actions.google.com/sounds/v1/foley/scuffing_on_gravel.ogg
foley,scuffing on stone,https://actions.google.com/sounds/v1/foley/scuffing_on_stone.ogg
foley,scuffing on tile,https://actions.google.com/sounds/v1/foley/scuffing_on_tile.ogg
foley,scuffing on cement,https://actions.google.com/sounds/v1/foley/scuffing_on_cement.ogg
foley,searching bathroom cupboard,https://actions.google.com/sounds/v1/foley/searching_bathroom_cupboard.ogg
foley,sheet rip thin series,https://actions.google.com/sounds/v1/foley/sheet_rip_thin_series.ogg
foley,sheet woosh thin,https://actions.google.com/sounds/v1/foley/sheet_woosh_thin.ogg
foley,shifting on couch series,https://actions.google.com/sounds/v1/foley/shifting_on_couch_series.ogg
foley,shoe scuffing on gravel,https://actions.google.com/sounds/v1/foley/shoe_scuffing_on_gravel.ogg
foley,shoe scuffing on wood,https://actions.google.com/sounds/v1/foley/shoe_scuffing_on_wood.ogg
foley,shoe scuff dirt,https://actions.google.com/sounds/v1/foley/shoe_scuff_dirt.ogg
foley,shoe scuff grit,https://actions.google.com/sounds/v1/foley/shoe_scuff_grit.ogg
foley,shoe scuff hollow wood,https://actions.google.com/sounds/v1/foley/shoe_scuff_hollow_wood.ogg
foley,shoe scuff solid wood,https://actions.google.com/sounds/v1/foley/shoe_scuff_solid_wood.ogg
foley,shuffling feet concrete,https://actions.google.com/sounds/v1/foley/shuffling_feet_concrete.ogg
foley,shuffling feet grass,https://actions.google.com/sounds/v1/foley/shuffling_feet_grass.ogg
foley,shuffling feet gravel,https://actions.google.com/sounds/v1/foley/shuffling_feet_gravel.ogg
foley,shuffling feet metal grate,https://actions.google.com/sounds/v1/foley/shuffling_feet_metal_grate.ogg
foley,shuffling feet metal plank,https://actions.google.com/sounds/v1/foley/shuffling_feet_metal_plank.ogg
foley,shuffling high heels,https://actions.google.com/sounds/v1/foley/shuffling_high_heels.ogg
foley,sidestep on concrete,https://actions.google.com/sounds/v1/foley/sidestep_on_concrete.ogg
foley,sidestep on gravel,https://actions.google.com/sounds/v1/foley/sidestep_on_gravel.ogg
foley,sidestep on grit,https://actions.google.com/sounds/v1/foley/sidestep_on_grit.ogg
foley,sidestep on hollow wood,https://actions.google.com/sounds/v1/foley/sidestep_on_hollow_wood.ogg
foley,sipping hot liquid,https://actions.google.com/sounds/v1/foley/sipping_hot_liquid.ogg
foley,slapping stone,https://actions.google.com/sounds/v1/foley/slapping_stone.ogg
foley,slicing produce on plate,https://actions.google.com/sounds/v1/foley/slicing_produce_on_plate.ogg
foley,slide,https://actions.google.com/sounds/v1/foley/slide.ogg
foley,slide on concrete series,https://actions.google.com/sounds/v1/foley/slide_on_concrete_series.ogg
foley,slide on dirt series,https://actions.google.com/sounds/v1/foley/slide_on_dirt_series.ogg
foley,slide on gravel series,https://actions.google.com/sounds/v1/foley/slide_on_gravel_series.ogg
foley,slide on leaves,https://actions.google.com/sounds/v1/foley/slide_on_leaves.ogg
foley,slide on metal plank series,https://actions.google.com/sounds/v1/foley/slide_on_metal_plank_series.ogg
foley,slide on rock series,https://actions.google.com/sounds/v1/foley/slide_on_rock_series.ogg
foley,slide on snow series,https://actions.google.com/sounds/v1/foley/slide_on_snow_series.ogg
foley,slide on tile series,https://actions.google.com/sounds/v1/foley/slide_on_tile_series.ogg
foley,sliding hangers,https://actions.google.com/sounds/v1/foley/sliding_hangers.ogg
foley,sliding on dirt,https://actions.google.com/sounds/v1/foley/sliding_on_dirt.ogg
foley,slippers shuffle on carpet,https://actions.google.com/sounds/v1/foley/slippers_shuffle_on_carpet.ogg
foley,slurping series,https://actions.google.com/sounds/v1/foley/slurping_series.ogg
foley,smoothing cloth on table,https://actions.google.com/sounds/v1/foley/smoothing_cloth_on_table.ogg
foley,sneaker fast walk concrete,https://actions.google.com/sounds/v1/foley/sneaker_fast_walk_concrete.ogg
foley,sneaker fast walk gravel,https://actions.google.com/sounds/v1/foley/sneaker_fast_walk_gravel.ogg
foley,sneaker fast walk hollow wood,https://actions.google.com/sounds/v1/foley/sneaker_fast_walk_hollow_wood.ogg
foley,sneaker fast walk light grit,https://actions.google.com/sounds/v1/foley/sneaker_fast_walk_light_grit.ogg
foley,sneaker fast walk solid wood,https://actions.google.com/sounds/v1/foley/sneaker_fast_walk_solid_wood.ogg
foley,sneaker foot slides concrete,https://actions.google.com/sounds/v1/foley/sneaker_foot_slides_concrete.ogg
foley,sneaker foot slides hollow wood,https://actions.google.com/sounds/v1/foley/sneaker_foot_slides_hollow_wood.ogg
foley,sneaker foot slides light grit,https://actions.google.com/sounds/v1/foley/sneaker_foot_slides_light_grit.ogg
foley,sneaker foot slides solid wood,https://actions.google.com/sounds/v1/foley/sneaker_foot_slides_solid_wood.ogg
foley,sneaker jog concrete,https://actions.google.com/sounds/v1/foley/sneaker_jog_concrete.ogg
foley,sneaker jog dirt,https://actions.google.com/sounds/v1/foley/sneaker_jog_dirt.ogg
foley,sneaker jog gravel,https://actions.google.com/sounds/v1/foley/sneaker_jog_gravel.ogg
foley,sneaker jog hollow wood,https://actions.google.com/sounds/v1/foley/sneaker_jog_hollow_wood.ogg
foley,sneaker jog light grit,https://actions.google.com/sounds/v1/foley/sneaker_jog_light_grit.ogg
foley,sneaker jog solid wood,https://actions.google.com/sounds/v1/foley/sneaker_jog_solid_wood.ogg
foley,sneaker jump hollow wood,https://actions.google.com/sounds/v1/foley/sneaker_jump_hollow_wood.ogg
foley,sneaker jump solid wood,https://actions.google.com/sounds/v1/foley/sneaker_jump_solid_wood.ogg
foley,sneaker large hollow wood,https://actions.google.com/sounds/v1/foley/sneaker_large_hollow_wood.ogg
foley,sneaker large jumps concrete,https://actions.google.com/sounds/v1/foley/sneaker_large_jumps_concrete.ogg
foley,sneaker large jumps dirt,https://actions.google.com/sounds/v1/foley/sneaker_large_jumps_dirt.ogg
foley,sneaker large jumps light grit,https://actions.google.com/sounds/v1/foley/sneaker_large_jumps_light_grit.ogg
foley,sneaker large jumps rough grit,https://actions.google.com/sounds/v1/foley/sneaker_large_jumps_rough_grit.ogg
foley,sneaker large jumps solid wood,https://actions.google.com/sounds/v1/foley/sneaker_large_jumps_solid_wood.ogg
foley,sneaker long foot slides dirt,https://actions.google.com/sounds/v1/foley/sneaker_long_foot_slides_dirt.ogg
foley,sneaker medium jump concrete,https://actions.google.com/sounds/v1/foley/sneaker_medium_jump_concrete.ogg
foley,sneaker medium jump dirt,https://actions.google.com/sounds/v1/foley/sneaker_medium_jump_dirt.ogg
foley,sneaker medium jump grit,https://actions.google.com/sounds/v1/foley/sneaker_medium_jump_grit.ogg
foley,sneaker medium jump light grit,https://actions.google.com/sounds/v1/foley/sneaker_medium_jump_light_grit.ogg
foley,sneaker medium jumps grit,https://actions.google.com/sounds/v1/foley/sneaker_medium_jumps_grit.ogg
foley,sneaker medium jumps wood,https://actions.google.com/sounds/v1/foley/sneaker_medium_jumps_wood.ogg
foley,sneaker medium solid jumps dirt,https://actions.google.com/sounds/v1/foley/sneaker_medium_solid_jumps_dirt.ogg
foley,sneaker run hollow wood,https://actions.google.com/sounds/v1/foley/sneaker_run_hollow_wood.ogg
foley,sneaker scuf concrete,https://actions.google.com/sounds/v1/foley/sneaker_scuf_concrete.ogg
foley,sneaker scuf dirt,https://actions.google.com/sounds/v1/foley/sneaker_scuf_dirt.ogg
foley,sneaker scuf hollow wood,https://actions.google.com/sounds/v1/foley/sneaker_scuf_hollow_wood.ogg
foley,sneaker scuf light grit,https://actions.google.com/sounds/v1/foley/sneaker_scuf_light_grit.ogg
foley,sneaker scuf sollid wood,https://actions.google.com/sounds/v1/foley/sneaker_scuf_sollid_wood.ogg
foley,sneaker sidestep hollow wood,https://actions.google.com/sounds/v1/foley/sneaker_sidestep_hollow_wood.ogg
foley,sneaker sidesteps concrete,https://actions.google.com/sounds/v1/foley/sneaker_sidesteps_concrete.ogg
foley,sneaker sidesteps dirt,https://actions.google.com/sounds/v1/foley/sneaker_sidesteps_dirt.ogg
foley,sneaker sidesteps light grit,https://actions.google.com/sounds/v1/foley/sneaker_sidesteps_light_grit.ogg
foley,sneaker sidesteps rough grit,https://actions.google.com/sounds/v1/foley/sneaker_sidesteps_rough_grit.ogg
foley,sneaker sidesteps solid wood,https://actions.google.com/sounds/v1/foley/sneaker_sidesteps_solid_wood.ogg
foley,sneaker small jump concrete,https://actions.google.com/sounds/v1/foley/sneaker_small_jump_concrete.ogg
foley,sneaker small jump dirt,https://actions.google.com/sounds/v1/foley/sneaker_small_jump_dirt.ogg
foley,sneaker small jump light grit,https://actions.google.com/sounds/v1/foley/sneaker_small_jump_light_grit.ogg
foley,sneaker small jump rough grit,https://actions.google.com/sounds/v1/foley/sneaker_small_jump_rough_grit.ogg
foley,sneaker small jump solid wood,https://actions.google.com/sounds/v1/foley/sneaker_small_jump_solid_wood.ogg
foley,sneaker small jumps concrete,https://actions.google.com/sounds/v1/foley/sneaker_small_jumps_concrete.ogg
foley,sneaker small jumps solid wood,https://actions.google.com/sounds/v1/foley/sneaker_small_jumps_solid_wood.ogg
foley,sneaker small solid jumps dirt,https://actions.google.com/sounds/v1/foley/sneaker_small_solid_jumps_dirt.ogg
foley,sneaker small solid jumps grit,https://actions.google.com/sounds/v1/foley/sneaker_small_solid_jumps_grit.ogg
foley,sneaker solid jump hollow wood,https://actions.google.com/sounds/v1/foley/sneaker_solid_jump_hollow_wood.ogg
foley,sneaker solid jumps concrete,https://actions.google.com/sounds/v1/foley/sneaker_solid_jumps_concrete.ogg
foley,sneaker stairs jog concrete,https://actions.google.com/sounds/v1/foley/sneaker_stairs_jog_concrete.ogg
foley,sneaker stairs run concrete,https://actions.google.com/sounds/v1/foley/sneaker_stairs_run_concrete.ogg
foley,sneaker stairs run wood,https://actions.google.com/sounds/v1/foley/sneaker_stairs_run_wood.ogg
foley,sneaker stairs up jog concrete,https://actions.google.com/sounds/v1/foley/sneaker_stairs_up_jog_concrete.ogg
foley,sneaker stairs up run concrete,https://actions.google.com/sounds/v1/foley/sneaker_stairs_up_run_concrete.ogg
foley,sneaker stairs up run solid wood,https://actions.google.com/sounds/v1/foley/sneaker_stairs_up_run_solid_wood.ogg
foley,sneaker stairs up walk concrete,https://actions.google.com/sounds/v1/foley/sneaker_stairs_up_walk_concrete.ogg
foley,sneaker stairs walk concrete,https://actions.google.com/sounds/v1/foley/sneaker_stairs_walk_concrete.ogg
foley,sneaker stairs walk jog,https://actions.google.com/sounds/v1/foley/sneaker_stairs_walk_jog.ogg
foley,sneaker stairs walk solid wood,https://actions.google.com/sounds/v1/foley/sneaker_stairs_walk_solid_wood.ogg
foley,sneaker stairs walk wood,https://actions.google.com/sounds/v1/foley/sneaker_stairs_walk_wood.ogg
foley,sneaker stumble concrete,https://actions.google.com/sounds/v1/foley/sneaker_stumble_concrete.ogg
foley,sneaker stumble forward dirt,https://actions.google.com/sounds/v1/foley/sneaker_stumble_forward_dirt.ogg
foley,sneaker stumble forward grit,https://actions.google.com/sounds/v1/foley/sneaker_stumble_forward_grit.ogg
foley,sneaker stumble forward wood,https://actions.google.com/sounds/v1/foley/sneaker_stumble_forward_wood.ogg
foley,sneaker stumble side concrete,https://actions.google.com/sounds/v1/foley/sneaker_stumble_side_concrete.ogg
foley,sneaker stumble side dirt,https://actions.google.com/sounds/v1/foley/sneaker_stumble_side_dirt.ogg
foley,sneaker stumble side light grit,https://actions.google.com/sounds/v1/foley/sneaker_stumble_side_light_grit.ogg
foley,sneaker stumble side rough grit,https://actions.google.com/sounds/v1/foley/sneaker_stumble_side_rough_grit.ogg
foley,sneaker stumble side solid wood,https://actions.google.com/sounds/v1/foley/sneaker_stumble_side_solid_wood.ogg
foley,sneaker toe slides concrete,https://actions.google.com/sounds/v1/foley/sneaker_toe_slides_concrete.ogg
foley,sneaker toe slides dirt,https://actions.google.com/sounds/v1/foley/sneaker_toe_slides_dirt.ogg
foley,sneaker toe slides hollow wood,https://actions.google.com/sounds/v1/foley/sneaker_toe_slides_hollow_wood.ogg
foley,sneaker toe slides light grit,https://actions.google.com/sounds/v1/foley/sneaker_toe_slides_light_grit.ogg
foley,sneaker toe slides solid wood,https://actions.google.com/sounds/v1/foley/sneaker_toe_slides_solid_wood.ogg
foley,sneaker turnaround concrete,https://actions.google.com/sounds/v1/foley/sneaker_turnaround_concrete.ogg
foley,sneaker turnaround dirt,https://actions.google.com/sounds/v1/foley/sneaker_turnaround_dirt.ogg
foley,sneaker turnaround hollow wood,https://actions.google.com/sounds/v1/foley/sneaker_turnaround_hollow_wood.ogg
foley,sneaker turnaround light grit,https://actions.google.com/sounds/v1/foley/sneaker_turnaround_light_grit.ogg
foley,sneaker turnaround rough grit,https://actions.google.com/sounds/v1/foley/sneaker_turnaround_rough_grit.ogg
foley,sneaker turnaround solid wood,https://actions.google.com/sounds/v1/foley/sneaker_turnaround_solid_wood.ogg
foley,sneaker walk concrete,https://actions.google.com/sounds/v1/foley/sneaker_walk_concrete.ogg
foley,sneaker walk dirt,https://actions.google.com/sounds/v1/foley/sneaker_walk_dirt.ogg
foley,sneaker walk hollow wood,https://actions.google.com/sounds/v1/foley/sneaker_walk_hollow_wood.ogg
foley,sneaker walk light grit,https://actions.google.com/sounds/v1/foley/sneaker_walk_light_grit.ogg
foley,sneaker walk solid wood,https://actions.google.com/sounds/v1/foley/sneaker_walk_solid_wood.ogg
foley,sneaker in soggy grass series,https://actions.google.com/sounds/v1/foley/sneaker_in_soggy_grass_series.ogg
foley,sneaker in shallow water series,https://actions.google.com/sounds/v1/foley/sneaker_in_shallow_water_series.ogg
foley,sneaker mount stumble concrete,https://actions.google.com/sounds/v1/foley/sneaker_mount_stumble_concrete.ogg
foley,sneaker mount stumble dirt,https://actions.google.com/sounds/v1/foley/sneaker_mount_stumble_dirt.ogg
foley,sneaker mount stumble hollow wood,https://actions.google.com/sounds/v1/foley/sneaker_mount_stumble_hollow_wood.ogg
